8.162956226886762812e-01 7.074202888238597664e-01 0.000000000000000000e+00 7.074202888238597664e-01 6.135640041823204882e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.162956226886763922e-01 7.035519688865866650e-01 0.000000000000000000e+00 7.074202888238597664e-01 6.100980775351571017e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.632591245377352784e+00 1.383038606090100320e+00 0.000000000000000000e+00 1.414840577647719755e+00 1.198840099593194264e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.294754754596895374e+00 2.610866705536797117e+00 0.000000000000000000e+00 2.855411841456461985e+00 2.265639516462653269e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.294754754596895374e+00 2.825844366525740448e+00 0.000000000000000000e+00 2.855411841456461985e+00 2.449666534086273550e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.642970736540821042e+00 1.387326573724080303e+00 0.000000000000000000e+00 1.423875010678965936e+00 1.203454487396421468e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.285941473081642528e+00 2.801275420322486998e+00 0.000000000000000000e+00 2.847750021357931871e+00 2.428309791697492059e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.162956226886763922e-01 7.074202888238597664e-01 0.000000000000000000e+00 7.035519688865866650e-01 6.100980775351571017e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.162956226886763922e-01 7.035519688865866650e-01 0.000000000000000000e+00 7.035519688865866650e-01 6.068892743486534735e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.632591245377352784e+00 1.383038606090100098e+00 0.000000000000000000e+00 1.407103937773173330e+00 1.192457380605555617e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.294754754596895374e+00 2.610866705536797117e+00 0.000000000000000000e+00 2.839803197283120362e+00 2.253162667679740050e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.294754754596895374e+00 2.825844366525740448e+00 0.000000000000000000e+00 2.839803197283120362e+00 2.436582153701909892e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.642970736540820820e+00 1.387326573724080303e+00 0.000000000000000000e+00 1.416097504030871201e+00 1.196675761266094540e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.285941473081642084e+00 2.801275420322486998e+00 0.000000000000000000e+00 2.832195008061741959e+00 2.415335500788392764e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.632591245377352784e+00 1.414840577647719755e+00 0.000000000000000000e+00 1.383038606090100320e+00 1.198840099593194264e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.632591245377352784e+00 1.407103937773173330e+00 0.000000000000000000e+00 1.383038606090100098e+00 1.192457380605555617e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.265182490754705569e+00 2.766077212180200640e+00 0.000000000000000000e+00 2.766077212180200640e+00 2.348287269439782055e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.294754754596895374e+00 2.610866705536797117e+00 0.000000000000000000e+00 2.858746987417566388e+00 2.266514224819862644e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.294754754596895374e+00 2.825844366525740448e+00 0.000000000000000000e+00 2.858746987417566388e+00 2.454784409117864552e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.642970736540820820e+00 1.387326573724080303e+00 0.000000000000000000e+00 1.425599981946318540e+00 1.204103734719575325e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.285941473081642084e+00 2.801275420322486998e+00 0.000000000000000000e+00 2.851199963892637079e+00 2.433574468730114848e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.294754754596895374e+00 2.855411841456461985e+00 0.000000000000000000e+00 2.610866705536797117e+00 2.265639516462653269e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.294754754596895374e+00 2.839803197283120362e+00 0.000000000000000000e+00 2.610866705536797117e+00 2.253162667679740050e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.294754754596895374e+00 2.858746987417566388e+00 0.000000000000000000e+00 2.610866705536797117e+00 2.266514224819862644e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.331040759514477934e+01 1.054899990799692766e+01 0.000000000000000000e+00 1.054899990799692944e+01 8.386337451361725925e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.327438974256026860e+00 2.853475962919515663e+00 0.000000000000000000e+00 2.637113337156716142e+00 2.262863407035858643e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.658899136774460548e+00 1.400858598577392700e+00 0.000000000000000000e+00 1.314680687512439050e+00 1.112067266348391481e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.317798273548921095e+00 2.827973058307780896e+00 0.000000000000000000e+00 2.629361375024878544e+00 2.242344069298813913e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.294754754596895374e+00 2.855411841456461985e+00 0.000000000000000000e+00 2.825844366525740448e+00 2.449666534086273550e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.294754754596895374e+00 2.839803197283120362e+00 0.000000000000000000e+00 2.825844366525740448e+00 2.436582153701909892e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.294754754596895374e+00 2.858746987417566388e+00 0.000000000000000000e+00 2.825844366525740448e+00 2.454784409117864552e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.327438974256026860e+00 2.637113337156716142e+00 0.000000000000000000e+00 2.853475962919515663e+00 2.262863407035858643e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.331040759514477934e+01 1.141446982790135500e+01 0.000000000000000000e+00 1.141446982790135323e+01 9.802481589582205501e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.658899136774460548e+00 1.400858598577392478e+00 0.000000000000000000e+00 1.422643021250590945e+00 1.201733530294506469e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.317798273548921095e+00 2.827973058307780008e+00 0.000000000000000000e+00 2.845286042501181889e+00 2.428746938419253265e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.642970736540821042e+00 1.423875010678965936e+00 0.000000000000000000e+00 1.387326573724080303e+00 1.203454487396421468e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.642970736540820820e+00 1.416097504030871201e+00 0.000000000000000000e+00 1.387326573724080303e+00 1.196675761266094540e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.642970736540820820e+00 1.425599981946318540e+00 0.000000000000000000e+00 1.387326573724080303e+00 1.204103734719575325e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.658899136774460548e+00 1.314680687512439050e+00 0.000000000000000000e+00 1.400858598577392700e+00 1.112067266348391481e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.658899136774460548e+00 1.422643021250590945e+00 0.000000000000000000e+00 1.400858598577392478e+00 1.201733530294506469e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.308572749326489149e+00 2.793881854386932595e+00 0.000000000000000000e+00 2.793881854386932595e+00 2.361974999622725946e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.308554333064288144e+00 2.820176571067276150e+00 0.000000000000000000e+00 2.793864914230827168e+00 2.382188146155341357e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.285941473081642528e+00 2.847750021357931871e+00 0.000000000000000000e+00 2.801275420322486998e+00 2.428309791697492059e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.285941473081642084e+00 2.832195008061741959e+00 0.000000000000000000e+00 2.801275420322486998e+00 2.415335500788392764e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
