-5.249090000000000344e+01 -5.249090000000000344e+01 -2.878719999999999857e+01 -2.878719999999999857e+01 -2.876569999999999894e+01 -2.876569999999999894e+01 -2.865680000000000049e+01 -2.865680000000000049e+01 -1.315300000000000047e+01 -1.315300000000000047e+01 -1.249750000000000050e+01 -1.249750000000000050e+01 1.811000000000000110e-01 1.811000000000000110e-01 2.396000000000000074e-01 2.396000000000000074e-01 1.887100000000000000e+00 1.887100000000000000e+00 2.544599999999999973e+00 2.544599999999999973e+00 2.628499999999999837e+00 2.628499999999999837e+00 3.764800000000000146e+00 3.764800000000000146e+00 6.322499999999999787e+00 6.322499999999999787e+00 7.596700000000000230e+00 7.596700000000000230e+00 8.098200000000000287e+00 8.098200000000000287e+00 8.730999999999999872e+00 8.730999999999999872e+00 9.607400000000000162e+00 9.607400000000000162e+00 1.334019999999999939e+01 1.334019999999999939e+01 1.969399999999999906e+01 1.969399999999999906e+01 2.053409999999999869e+01 2.053409999999999869e+01 2.176660000000000039e+01 2.176660000000000039e+01 2.188119999999999976e+01 2.188119999999999976e+01 2.415559999999999974e+01 2.415559999999999974e+01 2.476239999999999952e+01 2.476239999999999952e+01 2.618149999999999977e+01 2.618149999999999977e+01 2.766349999999999909e+01 2.766349999999999909e+01 3.087630000000000052e+01 3.087630000000000052e+01 3.327929999999999922e+01 3.327929999999999922e+01 3.346410000000000196e+01 3.346410000000000196e+01 3.630749999999999744e+01 3.630749999999999744e+01 3.722760000000000247e+01 3.722760000000000247e+01 3.748460000000000036e+01 3.748460000000000036e+01
-5.249179999999999779e+01 -5.249009999999999820e+01 -2.879309999999999903e+01 -2.878130000000000166e+01 -2.876569999999999894e+01 -2.876569999999999894e+01 -2.865680000000000049e+01 -2.865680000000000049e+01 -1.317050000000000054e+01 -1.313540000000000063e+01 -1.250440000000000040e+01 -1.249060000000000059e+01 1.811000000000000110e-01 1.811000000000000110e-01 2.383000000000000118e-01 2.406999999999999973e-01 1.887100000000000000e+00 1.887100000000000000e+00 2.540700000000000180e+00 2.548399999999999999e+00 2.628899999999999793e+00 2.628899999999999793e+00 3.764600000000000168e+00 3.764600000000000168e+00 6.311300000000000132e+00 6.333700000000000330e+00 7.596799999999999997e+00 7.596799999999999997e+00 8.098100000000000520e+00 8.098100000000000520e+00 8.720700000000000784e+00 8.741600000000000037e+00 9.583999999999999631e+00 9.631399999999999295e+00 1.327149999999999963e+01 1.340830000000000055e+01 1.969170000000000087e+01 1.969689999999999941e+01 2.053350000000000009e+01 2.053350000000000009e+01 2.165800000000000125e+01 2.187719999999999843e+01 2.188060000000000116e+01 2.188060000000000116e+01 2.413579999999999970e+01 2.417579999999999885e+01 2.476450000000000173e+01 2.476450000000000173e+01 2.612150000000000105e+01 2.624020000000000152e+01 2.766369999999999862e+01 2.766369999999999862e+01 3.087569999999999837e+01 3.087569999999999837e+01 3.314439999999999742e+01 3.331640000000000157e+01 3.341550000000000153e+01 3.361350000000000193e+01 3.629970000000000141e+01 3.629970000000000141e+01 3.711840000000000117e+01 3.733570000000000277e+01 3.749199999999999733e+01 3.749199999999999733e+01
-5.249269999999999925e+01 -5.248919999999999675e+01 -2.879889999999999972e+01 -2.877540000000000120e+01 -2.876559999999999917e+01 -2.876559999999999917e+01 -2.865690000000000026e+01 -2.865690000000000026e+01 -1.318810000000000038e+01 -1.311800000000000033e+01 -1.251120000000000054e+01 -1.248359999999999914e+01 1.807999999999999885e-01 1.807999999999999885e-01 2.369999999999999885e-01 2.416999999999999982e-01 1.886900000000000022e+00 1.886900000000000022e+00 2.536700000000000177e+00 2.552400000000000002e+00 2.629900000000000126e+00 2.629900000000000126e+00 3.763999999999999790e+00 3.763999999999999790e+00 6.300099999999999589e+00 6.344899999999999984e+00 7.597100000000000186e+00 7.597100000000000186e+00 8.097699999999999676e+00 8.097699999999999676e+00 8.710699999999999221e+00 8.752299999999999969e+00 9.561299999999999244e+00 9.656000000000000583e+00 1.320250000000000057e+01 1.347600000000000087e+01 1.969030000000000058e+01 1.970029999999999859e+01 2.053170000000000073e+01 2.053170000000000073e+01 2.155170000000000030e+01 2.187890000000000157e+01 2.187890000000000157e+01 2.198969999999999914e+01 2.411639999999999873e+01 2.419650000000000034e+01 2.477070000000000149e+01 2.477070000000000149e+01 2.606040000000000134e+01 2.629759999999999920e+01 2.766410000000000124e+01 2.766410000000000124e+01 3.087389999999999901e+01 3.087389999999999901e+01 3.301089999999999947e+01 3.317049999999999699e+01 3.355279999999999774e+01 3.376469999999999771e+01 3.627669999999999817e+01 3.627669999999999817e+01 3.700809999999999889e+01 3.744259999999999877e+01 3.751359999999999673e+01 3.751359999999999673e+01
-5.249360000000000070e+01 -5.248830000000000240e+01 -2.880480000000000018e+01 -2.876950000000000074e+01 -2.876559999999999917e+01 -2.876559999999999917e+01 -2.865700000000000003e+01 -2.865700000000000003e+01 -1.320560000000000045e+01 -1.310060000000000002e+01 -1.251789999999999914e+01 -1.247649999999999970e+01 1.802999999999999881e-01 1.802999999999999881e-01 2.356999999999999929e-01 2.424000000000000044e-01 1.886800000000000033e+00 1.886800000000000033e+00 2.532599999999999962e+00 2.556500000000000217e+00 2.631699999999999928e+00 2.631699999999999928e+00 3.763100000000000112e+00 3.763100000000000112e+00 6.288999999999999702e+00 6.356200000000000294e+00 7.597500000000000142e+00 7.597500000000000142e+00 8.097200000000000841e+00 8.097200000000000841e+00 8.701000000000000512e+00 8.763199999999999434e+00 9.539300000000000779e+00 9.681200000000000472e+00 1.313310000000000066e+01 1.354310000000000080e+01 1.969000000000000128e+01 1.970380000000000109e+01 2.052870000000000061e+01 2.052870000000000061e+01 2.144810000000000016e+01 2.187590000000000146e+01 2.187590000000000146e+01 2.210360000000000014e+01 2.409750000000000014e+01 2.421770000000000067e+01 2.478109999999999857e+01 2.478109999999999857e+01 2.599830000000000041e+01 2.635340000000000060e+01 2.766479999999999961e+01 2.766479999999999961e+01 3.087099999999999866e+01 3.087099999999999866e+01 3.287899999999999778e+01 3.302649999999999864e+01 3.369109999999999872e+01 3.391760000000000019e+01 3.624040000000000106e+01 3.624040000000000106e+01 3.689679999999999893e+01 3.754760000000000275e+01 3.754760000000000275e+01 3.754820000000000135e+01
-5.249439999999999884e+01 -5.248740000000000094e+01 -2.881060000000000088e+01 -2.876539999999999964e+01 -2.876539999999999964e+01 -2.876370000000000005e+01 -2.865709999999999980e+01 -2.865709999999999980e+01 -1.322320000000000029e+01 -1.308329999999999949e+01 -1.252449999999999974e+01 -1.246930000000000049e+01 1.796999999999999986e-01 1.796999999999999986e-01 2.343999999999999972e-01 2.429000000000000048e-01 1.886500000000000066e+00 1.886500000000000066e+00 2.528200000000000003e+00 2.560900000000000176e+00 2.634100000000000108e+00 2.634100000000000108e+00 3.761800000000000033e+00 3.761800000000000033e+00 6.277999999999999581e+00 6.367399999999999949e+00 7.598200000000000287e+00 7.598200000000000287e+00 8.096399999999999153e+00 8.096399999999999153e+00 8.691700000000000870e+00 8.774200000000000443e+00 9.518000000000000682e+00 9.707000000000000739e+00 1.306339999999999968e+01 1.360970000000000013e+01 1.969089999999999918e+01 1.970690000000000097e+01 2.052449999999999974e+01 2.052449999999999974e+01 2.134759999999999991e+01 2.187180000000000035e+01 2.187180000000000035e+01 2.221880000000000166e+01 2.407910000000000039e+01 2.423930000000000007e+01 2.479560000000000031e+01 2.479560000000000031e+01 2.593540000000000134e+01 2.640780000000000172e+01 2.766590000000000060e+01 2.766590000000000060e+01 3.086680000000000135e+01 3.086680000000000135e+01 3.274880000000000280e+01 3.288430000000000319e+01 3.383010000000000161e+01 3.407220000000000226e+01 3.619290000000000163e+01 3.619290000000000163e+01 3.678450000000000131e+01 3.759159999999999968e+01 3.759159999999999968e+01 3.765259999999999962e+01
-5.249530000000000030e+01 -5.248649999999999949e+01 -2.881629999999999825e+01 -2.876520000000000010e+01 -2.876520000000000010e+01 -2.875769999999999982e+01 -2.865719999999999956e+01 -2.865719999999999956e+01 -1.324060000000000059e+01 -1.306610000000000049e+01 -1.253079999999999927e+01 -1.246209999999999951e+01 1.789999999999999925e-01 1.789999999999999925e-01 2.331999999999999906e-01 2.429999999999999938e-01 1.886200000000000099e+00 1.886200000000000099e+00 2.523600000000000065e+00 2.565900000000000070e+00 2.637199999999999989e+00 2.637300000000000200e+00 3.760200000000000209e+00 3.760200000000000209e+00 6.267000000000000348e+00 6.378599999999999604e+00 7.599199999999999733e+00 7.599199999999999733e+00 8.095399999999999707e+00 8.095399999999999707e+00 8.682900000000000063e+00 8.785399999999999210e+00 9.497500000000000497e+00 9.733299999999999841e+00 1.299360000000000070e+01 1.367570000000000086e+01 1.969310000000000116e+01 1.970919999999999916e+01 2.051920000000000144e+01 2.051920000000000144e+01 2.125080000000000169e+01 2.186670000000000158e+01 2.186670000000000158e+01 2.233510000000000062e+01 2.406109999999999971e+01 2.426129999999999853e+01 2.481409999999999982e+01 2.481409999999999982e+01 2.587190000000000012e+01 2.646069999999999922e+01 2.766730000000000089e+01 2.766730000000000089e+01 3.086169999999999902e+01 3.086179999999999879e+01 3.262039999999999651e+01 3.274399999999999977e+01 3.396999999999999886e+01 3.422840000000000060e+01 3.613700000000000045e+01 3.613700000000000045e+01 3.667119999999999891e+01 3.764339999999999975e+01 3.764339999999999975e+01 3.775549999999999784e+01
-5.249609999999999843e+01 -5.248570000000000135e+01 -2.882209999999999894e+01 -2.876500000000000057e+01 -2.876500000000000057e+01 -2.875189999999999912e+01 -2.865739999999999910e+01 -2.865739999999999910e+01 -1.325799999999999912e+01 -1.304899999999999949e+01 -1.253710000000000058e+01 -1.245490000000000030e+01 1.779999999999999916e-01 1.779999999999999916e-01 2.321999999999999897e-01 2.426999999999999991e-01 1.885799999999999921e+00 1.885799999999999921e+00 2.518400000000000194e+00 2.571099999999999941e+00 2.641099999999999781e+00 2.641099999999999781e+00 3.758100000000000218e+00 3.758100000000000218e+00 6.256099999999999994e+00 6.389800000000000146e+00 7.600200000000000067e+00 7.600200000000000067e+00 8.094200000000000728e+00 8.094200000000000728e+00 8.674599999999999866e+00 8.796400000000000219e+00 9.477499999999999147e+00 9.759900000000000020e+00 1.292350000000000065e+01 1.374089999999999989e+01 1.969689999999999941e+01 1.971010000000000062e+01 2.051279999999999859e+01 2.051279999999999859e+01 2.115800000000000125e+01 2.186060000000000159e+01 2.186060000000000159e+01 2.245200000000000173e+01 2.404360000000000142e+01 2.428379999999999939e+01 2.483650000000000091e+01 2.483650000000000091e+01 2.580809999999999960e+01 2.651170000000000115e+01 2.766890000000000072e+01 2.766890000000000072e+01 3.085519999999999996e+01 3.085519999999999996e+01 3.249399999999999977e+01 3.260549999999999926e+01 3.410979999999999990e+01 3.438629999999999853e+01 3.607399999999999807e+01 3.607399999999999807e+01 3.655709999999999837e+01 3.770029999999999859e+01 3.770029999999999859e+01 3.785690000000000310e+01
-5.249689999999999657e+01 -5.248479999999999990e+01 -2.882770000000000010e+01 -2.876470000000000127e+01 -2.876470000000000127e+01 -2.874599999999999866e+01 -2.865749999999999886e+01 -2.865749999999999886e+01 -1.327500000000000036e+01 -1.303200000000000003e+01 -1.254320000000000057e+01 -1.244720000000000049e+01 1.771000000000000074e-01 1.771000000000000074e-01 2.313999999999999946e-01 2.421000000000000096e-01 1.885499999999999954e+00 1.885499999999999954e+00 2.512999999999999901e+00 2.577100000000000168e+00 2.645900000000000141e+00 2.645900000000000141e+00 3.755700000000000038e+00 3.755700000000000038e+00 6.245300000000000296e+00 6.401200000000000223e+00 7.601700000000000124e+00 7.601700000000000124e+00 8.092900000000000205e+00 8.092900000000000205e+00 8.667099999999999582e+00 8.807600000000000762e+00 9.458500000000000796e+00 9.787200000000000344e+00 1.285350000000000037e+01 1.380560000000000009e+01 1.970220000000000127e+01 1.970889999999999986e+01 2.050570000000000093e+01 2.050570000000000093e+01 2.107010000000000005e+01 2.185379999999999967e+01 2.185379999999999967e+01 2.256940000000000168e+01 2.402649999999999864e+01 2.430669999999999931e+01 2.486270000000000024e+01 2.486270000000000024e+01 2.574419999999999931e+01 2.656099999999999994e+01 2.767089999999999961e+01 2.767089999999999961e+01 3.084740000000000038e+01 3.084740000000000038e+01 3.236990000000000123e+01 3.246940000000000026e+01 3.424960000000000093e+01 3.454610000000000269e+01 3.600679999999999836e+01 3.600679999999999836e+01 3.644239999999999924e+01 3.776050000000000040e+01 3.776059999999999661e+01 3.795649999999999835e+01
-5.249770000000000181e+01 -5.248389999999999844e+01 -2.883340000000000103e+01 -2.876439999999999841e+01 -2.876439999999999841e+01 -2.874020000000000152e+01 -2.865780000000000172e+01 -2.865780000000000172e+01 -1.329229999999999912e+01 -1.301529999999999987e+01 -1.254930000000000057e+01 -1.243989999999999974e+01 1.758000000000000118e-01 1.758000000000000118e-01 2.308999999999999941e-01 2.409000000000000030e-01 1.885000000000000009e+00 1.885000000000000009e+00 2.506699999999999928e+00 2.583299999999999930e+00 2.650999999999999801e+00 2.650999999999999801e+00 3.752899999999999903e+00 3.752899999999999903e+00 6.234600000000000364e+00 6.412200000000000344e+00 7.602999999999999758e+00 7.602999999999999758e+00 8.091200000000000614e+00 8.091200000000000614e+00 8.660000000000000142e+00 8.818599999999999994e+00 9.439999999999999503e+00 9.814500000000000668e+00 1.278350000000000009e+01 1.386960000000000015e+01 1.970459999999999923e+01 1.970899999999999963e+01 2.049709999999999965e+01 2.049709999999999965e+01 2.098789999999999978e+01 2.184580000000000055e+01 2.184580000000000055e+01 2.268690000000000140e+01 2.400989999999999824e+01 2.432999999999999829e+01 2.489260000000000161e+01 2.489260000000000161e+01 2.568059999999999832e+01 2.660829999999999984e+01 2.767299999999999827e+01 2.767299999999999827e+01 3.083840000000000003e+01 3.083840000000000003e+01 3.224779999999999802e+01 3.233480000000000132e+01 3.438859999999999673e+01 3.470720000000000027e+01 3.593529999999999802e+01 3.593529999999999802e+01 3.632710000000000150e+01 3.782229999999999848e+01 3.782229999999999848e+01 3.805420000000000158e+01
-5.249849999999999994e+01 -5.248310000000000031e+01 -2.883899999999999864e+01 -2.876409999999999911e+01 -2.876409999999999911e+01 -2.873430000000000106e+01 -2.865810000000000102e+01 -2.865810000000000102e+01 -1.330940000000000012e+01 -1.299869999999999948e+01 -1.255530000000000079e+01 -1.243260000000000076e+01 1.743999999999999995e-01 1.743999999999999995e-01 2.305999999999999994e-01 2.393000000000000127e-01 1.884400000000000075e+00 1.884400000000000075e+00 2.499800000000000022e+00 2.590399999999999814e+00 2.656800000000000050e+00 2.656800000000000050e+00 3.749800000000000022e+00 3.749800000000000022e+00 6.224000000000000199e+00 6.423199999999999577e+00 7.604599999999999582e+00 7.604599999999999582e+00 8.089399999999999480e+00 8.089399999999999480e+00 8.653499999999999304e+00 8.829700000000000770e+00 9.422100000000000364e+00 9.842999999999999972e+00 1.271359999999999957e+01 1.393290000000000006e+01 1.969620000000000104e+01 1.971760000000000090e+01 2.048750000000000071e+01 2.048750000000000071e+01 2.091229999999999833e+01 2.183699999999999974e+01 2.183699999999999974e+01 2.280409999999999826e+01 2.399380000000000024e+01 2.435369999999999990e+01 2.492599999999999838e+01 2.492599999999999838e+01 2.561779999999999902e+01 2.665360000000000085e+01 2.767539999999999978e+01 2.767539999999999978e+01 3.082799999999999940e+01 3.082799999999999940e+01 3.212810000000000343e+01 3.220230000000000103e+01 3.452649999999999864e+01 3.486979999999999791e+01 3.586129999999999995e+01 3.586129999999999995e+01 3.621189999999999998e+01 3.788430000000000319e+01 3.788430000000000319e+01 3.814970000000000283e+01
