8.118570325515086505e-01 1.899839376108674802e-02 3.619118218833748679e-02 1.899854485131870913e-02 2.613240232054641829e-02 3.006309618321466315e-02 2.613227229107474570e-02 3.162706906807648266e-02
8.095089798950465543e-01 1.885310908501250729e-02 3.647733572394342566e-02 1.885332917031409122e-02 2.652380615329065147e-02 3.168672766615285991e-02 2.652359727747147580e-02 3.157311641006690234e-02
8.045001554212585226e-01 1.885628160654948676e-02 3.817783422481454969e-02 1.885642559525664216e-02 2.729764853291471657e-02 3.324475836532850975e-02 2.729738246077661676e-02 3.176950572550893415e-02
7.985917097546493260e-01 1.879024892540089031e-02 4.029560999060990967e-02 1.879032847798556283e-02 2.814074491327495445e-02 3.500992198196361399e-02 2.814057313646729785e-02 3.224087088803911927e-02
7.931452085100518801e-01 1.865251265342161499e-02 4.214564596267682262e-02 1.865283354627778403e-02 2.891734303995662989e-02 3.647558791550011698e-02 2.891715876711033195e-02 3.309370667981564179e-02
7.872048724363369665e-01 1.882286218172999834e-02 4.438622123438812350e-02 1.882306740638894915e-02 2.975974936514237321e-02 3.767040912526722907e-02 2.975967003124619509e-02 3.357314622034129198e-02
7.819749964179518731e-01 1.882757191612212389e-02 4.590064027581987338e-02 1.882773903735396673e-02 3.063976257124353605e-02 3.925122701692142918e-02 3.063961848250706596e-02 3.393844144425682552e-02
7.774502826451192838e-01 1.868403135196103002e-02 4.755123695385227167e-02 1.868415803371189371e-02 3.129646361277563238e-02 4.024727176335742007e-02 3.129645185151865711e-02 3.479009444924972133e-02
7.728347247639534290e-01 1.889732165100789854e-02 4.946492854680061696e-02 1.889751526432246684e-02 3.175205907538741074e-02 4.112799008920298149e-02 3.175188561121859709e-02 3.527357336401786003e-02
7.686533126645940239e-01 1.915970164980433307e-02 5.105365040943498495e-02 1.915994523105114811e-02 3.212866395736877628e-02 4.184484057245756866e-02 3.212833351013234112e-02 3.587155336653242987e-02
7.655616181922275665e-01 1.927832642070164207e-02 5.260735388558576003e-02 1.927854407030502384e-02 3.247528531933412815e-02 4.234876472937702807e-02 3.247518252287086987e-02 3.597492617529932796e-02
7.618273516827808178e-01 1.960574601717567783e-02 5.430198384693657454e-02 1.960586552567798735e-02 3.260845159296870549e-02 4.334145303009154238e-02 3.260843027192045912e-02 3.610071206195165916e-02
7.592783724830391989e-01 2.000206153856183555e-02 5.639653593597129116e-02 2.000219648750732257e-02 3.212683944851645740e-02 4.322154032707526544e-02 3.212664292449694120e-02 3.684580885101226833e-02
7.575311927655787869e-01 2.037357894982782039e-02 5.786278445007913412e-02 2.037370241029634946e-02 3.192619947847787770e-02 4.285363733983330037e-02 3.192627879523798895e-02 3.715261797271246502e-02
7.564144213082018009e-01 2.068801635925113583e-02 5.939157037427771763e-02 2.068818051816328357e-02 3.167055877439969858e-02 4.266491269563185695e-02 3.167046385385659246e-02 3.681188239129869894e-02
7.563301859392830284e-01 2.095727129847908474e-02 6.031279026403455618e-02 2.095721879057795001e-02 3.140796022937825116e-02 4.221520813317596044e-02 3.140787350761399532e-02 3.641149917038292994e-02
7.563052755286111539e-01 2.102589280919736972e-02 6.100657430565292055e-02 2.102596070746526671e-02 3.152767591763122601e-02 4.175722143528032282e-02 3.152760917639180205e-02 3.582378257240392827e-02
7.586331489830355768e-01 2.096204865466969394e-02 6.093764554393517330e-02 2.096210000380235514e-02 3.057003493052401835e-02 4.119127999835495157e-02 3.056972237780568313e-02 3.617401143698919380e-02
7.599517633095821401e-01 2.122349636267829853e-02 6.157255782321980481e-02 2.122356735458462429e-02 2.980513955231582982e-02 3.990697908607546140e-02 2.980481590935599168e-02 3.651167588507785861e-02
7.610356562706548367e-01 2.115514157513534443e-02 6.139873471123045989e-02 2.115527820301356388e-02 2.926625606316350658e-02 4.076312194746130324e-02 2.926598814739254928e-02 3.595981947379969096e-02
7.620101288242614457e-01 2.103183122766563024e-02 6.105534328048885240e-02 2.103186119822525110e-02 2.883931719415936193e-02 4.079548817424417939e-02 2.883904695016741362e-02 3.639698803467506655e-02
7.633207541929780682e-01 2.076910623778014872e-02 6.087407481317438224e-02 2.076910036660831183e-02 2.840404342663357951e-02 4.075431038183793819e-02 2.840381572843718797e-02 3.670479514228525142e-02
7.641358248460926594e-01 2.048096592765541804e-02 6.097807959145715856e-02 2.048106990741910965e-02 2.801195581907263421e-02 4.112097631250707236e-02 2.801167468061272273e-02 3.677945449541499684e-02
7.638736653974581570e-01 2.024806601046896457e-02 6.146047580575651759e-02 2.024819395323713966e-02 2.771458431067441719e-02 4.120363005345893670e-02 2.771435409432183861e-02 3.753703675477687574e-02
7.627529680661632172e-01 2.006197703738535690e-02 6.211627049932437472e-02 2.006213227653739703e-02 2.757579278485661894e-02 4.144508742740662249e-02 2.757554856771046725e-02 3.841022496390626706e-02
7.611350900605836634e-01 1.990698132468440851e-02 6.202552014910458350e-02 1.990707168560251067e-02 2.764045324966522485e-02 4.210535440200938173e-02 2.764017876029313189e-02 3.963935457300080817e-02
7.587391125859995755e-01 1.985907352671473919e-02 6.286327305927705278e-02 1.985913768974955501e-02 2.793554554157550232e-02 4.252461416207869299e-02 2.793529911461140394e-02 4.028394450756601214e-02
7.570290879209568002e-01 1.974491806305668160e-02 6.261458340158693181e-02 1.974508847937661224e-02 2.821386481182248940e-02 4.291613612577588333e-02 2.821370008482116873e-02 4.152262618004810141e-02
7.554581753966600477e-01 1.967698827529336739e-02 6.111971566119320937e-02 1.967720598995331346e-02 2.853334562967704130e-02 4.462197366107102658e-02 2.853308180237652814e-02 4.237951884305422162e-02
7.526116372020470457e-01 1.983082086014720247e-02 6.089233368915390049e-02 1.983097062443359496e-02 2.904533977671155259e-02 4.581671783380361629e-02 2.904510508100807686e-02 4.292707269086359217e-02
7.500824023758060344e-01 1.993465894698129987e-02 6.039414475611357136e-02 1.993471622266090176e-02 2.957265807534061736e-02 4.680403497076034841e-02 2.957240799996566777e-02 4.370497517490315453e-02
7.475595227587572555e-01 2.012180858017214788e-02 5.968674792201111856e-02 2.012189415882540203e-02 3.001933336320996432e-02 4.893574769020759413e-02 3.001918072200482693e-02 4.353576386378796986e-02
7.443038408711324383e-01 2.058203723935425958e-02 5.983189091182371938e-02 2.058209126239620226e-02 3.030377178570166363e-02 4.909036015349405035e-02 3.030361565821760098e-02 4.500238929180410546e-02
7.416224826553812211e-01 2.077842265090781154e-02 6.021917029751319705e-02 2.077857045408255249e-02 3.039820292833635834e-02 4.998079189796258287e-02 3.039805768455689991e-02 4.582429725532653764e-02
7.383755487903175263e-01 2.118622550933115661e-02 6.097156155785302123e-02 2.118628638015894461e-02 3.019483534011851641e-02 5.106584133387829377e-02 3.019472319364431209e-02 4.682497968075391426e-02
7.348331514425059385e-01 2.151502372830891782e-02 6.153318555757426173e-02 2.151512138115471706e-02 3.031476452193413579e-02 5.193186929504692295e-02 3.031480946921241704e-02 4.804207595781698203e-02
7.348041876582375176e-01 2.169740037234965668e-02 6.145439094236335859e-02 2.169740032100905130e-02 2.949411687038814428e-02 5.330859402741452979e-02 2.949406478416329025e-02 4.804984693069330043e-02
7.349455486005576077e-01 2.155072436138301406e-02 6.040611984482328889e-02 2.155083732805176261e-02 2.904675693896990180e-02 5.480079216441272744e-02 2.904670315946095843e-02 4.865250910025904069e-02
7.329022740501243138e-01 2.138697049368778330e-02 6.000656541643541869e-02 2.138702546079728276e-02 2.909943935435536227e-02 5.663875097063259673e-02 2.909946248379495504e-02 4.947950394631434740e-02
7.322991616746296062e-01 2.159101908407667567e-02 6.050117733733631487e-02 2.159104355048550861e-02 2.828093829501602402e-02 5.695370091465293272e-02 2.828107131679145209e-02 5.050188759963786245e-02
7.312307531852055842e-01 2.164221552012392941e-02 6.090677424903417903e-02 2.164220274247146553e-02 2.811281825387405148e-02 5.864240431181985680e-02 2.811279690727174277e-02 4.971004131951530652e-02
7.309586064044910625e-01 2.123078629979391341e-02 6.126683559170300469e-02 2.123075807687817632e-02 2.792404284731626884e-02 5.947540364950585495e-02 2.792403698975697013e-02 4.998952112096664152e-02
7.296377603241117615e-01 2.079143854452582263e-02 6.222643234824451475e-02 2.079130743589155395e-02 2.764642025671349215e-02 6.039110366170269417e-02 2.764639890282749937e-02 5.086913690814155037e-02
7.277890326348972483e-01 2.022175833699042802e-02 6.346443119407506328e-02 2.022166556684963645e-02 2.761236761946088761e-02 6.129113569367944381e-02 2.761224936756722162e-02 5.178735607849104666e-02
7.257549172950086280e-01 1.996105197504549969e-02 6.498447657844720615e-02 1.996096225719214828e-02 2.758148839425395363e-02 6.181772577518198503e-02 2.758143094241925428e-02 5.235794493773380381e-02
7.240727965161053437e-01 1.973723391426897289e-02 6.565648827609583960e-02 1.973730622257187373e-02 2.746985979673158274e-02 6.259499432054498047e-02 2.746988420567446354e-02 5.326143748558547636e-02
7.234560597764021495e-01 1.940763497428417070e-02 6.624387523206805295e-02 1.940757572955284505e-02 2.726581586819237443e-02 6.356290874475957475e-02 2.726582440056127613e-02 5.339030824084806809e-02
7.222233395120387645e-01 1.932351906433279684e-02 6.686579500841738355e-02 1.932346804219819622e-02 2.712423096192043137e-02 6.429028788665724914e-02 2.712411931988559927e-02 5.372523561505777173e-02
7.208924685234641139e-01 1.930117614942183576e-02 6.700445326431098136e-02 1.930121009393307580e-02 2.698526201251799997e-02 6.562319968209660848e-02 2.698503221111819492e-02 5.390719662938484036e-02
7.193674614639438136e-01 1.928771557663979189e-02 6.736898466596658031e-02 1.928774131296754485e-02 2.693482223382689944e-02 6.631220019745417971e-02 2.693473858338010438e-02 5.450634682589801383e-02
7.176127607525165653e-01 1.929645589299112604e-02 6.819416274776506082e-02 1.929640130778085411e-02 2.686092586580717673e-02 6.642999717512586277e-02 2.686086228819763860e-02 5.544843456603880394e-02
7.159313304346821560e-01 1.938331252181971220e-02 6.913567339707725468e-02 1.938331527604024440e-02 2.666538190322800123e-02 6.720942119893288935e-02 2.666531619962447114e-02 5.562625386412891476e-02
