2.396599999999999842e+00 2.941780819086358451e-85 2.330978159883966362e-85 3.305354191301638514e-91 3.275911777201830927e-86
2.398307853926963329e+00 5.827079716148644465e-85 4.617315590309948314e-85 6.564236211627426351e-91 6.488578243110465071e-86
2.400015707853926816e+00 1.152884191663672724e-84 9.135556469564520006e-85 1.302100880988667836e-90 1.283692303088699107e-85
2.401723561780890304e+00 2.278318766199790838e-84 1.805404609742513297e-84 2.579878773299869433e-90 2.536684014818842468e-85
2.403431415707853791e+00 4.497149965642290011e-84 3.563757809814724807e-84 5.105616600945142692e-90 5.006864656626379071e-85
2.405139269634817278e+00 8.866543182384908407e-84 7.026449231711792756e-84 1.009232739859421374e-89 9.870959670303282466e-85
2.406847123561780766e+00 1.746084988664866494e-83 1.383750338191391992e-83 1.992639308931668915e-89 1.943779287690559082e-84
2.408554977488744253e+00 3.434555246694085304e-83 2.721909398402069467e-83 3.929708044211016023e-89 3.823213673574279317e-84
2.410262831415707740e+00 6.747916789503267523e-83 5.347905065633110365e-83 7.740804638697361084e-89 7.511112045775666504e-84
2.411970685342671228e+00 1.324228759098505605e-82 1.049512977784978447e-82 1.523021925333681747e-88 1.473920165020822247e-83
2.413678539269634715e+00 2.595675503945846168e-82 2.057245108493417652e-82 2.993094509652784104e-88 2.888934743491403799e-83
2.415386393196598203e+00 5.081967331319773224e-82 4.027897086571979807e-82 5.875284891209887304e-88 5.655819692295995664e-83
2.417094247123561690e+00 9.938193025392227084e-82 7.877071660037525831e-82 1.151944761952747502e-87 1.105980406148137736e-82
2.418802101050525177e+00 1.941230363917107243e-81 1.538669451545498163e-81 2.255945487423921986e-87 2.160197030884356304e-82
2.420509954977488665e+00 3.787396857029144865e-81 3.002064176133066197e-81 4.412856141422338741e-87 4.214376701540752449e-82
2.422217808904452152e+00 7.380718552602195860e-81 5.850442553365068747e-81 8.621943227449499328e-87 8.212348988546859329e-82
2.423925662831415639e+00 1.436648645998092108e-80 1.138810792294023854e-80 1.682615043232026643e-86 1.598436907973592328e-81
2.425633516758379127e+00 2.793164957577952260e-80 2.214157640767613697e-80 3.279884829730495899e-86 3.107546672162937982e-81
2.427341370685342614e+00 5.424212519564382844e-80 4.299912436452811374e-80 6.385966529340989458e-86 6.034397033571665350e-81
2.429049224612306102e+00 1.052133635579822256e-79 8.340744090002899045e-80 1.241906493076766279e-85 1.170426546681689570e-80
2.430757078539269589e+00 2.038445994174093351e-79 1.616010183754687934e-79 2.412378072474079201e-85 2.267506330016016487e-80
2.432464932466233076e+00 3.944769333363426407e-79 3.127357308945588578e-79 4.680541070528524045e-85 4.387800931581574081e-80
2.434172786393196564e+00 7.624969592944995822e-79 6.045121412712341647e-79 9.070703289583006974e-85 8.480850124506535131e-80
2.435880640320160051e+00 1.472138665092845403e-78 1.167149982150438589e-78 1.755820328781100792e-84 1.637291194490363014e-79
2.437588494247123538e+00 2.838921764111971163e-78 2.250828596496541325e-78 3.394793758366189027e-84 3.157232251913369665e-79
2.439296348174087026e+00 5.468298730148712622e-78 4.335630854406868360e-78 6.556029907230037523e-84 6.081086803315783727e-79
2.441004202101050513e+00 1.052071226662877347e-77 8.341733118669478026e-78 1.264627626349795410e-83 1.169903239718978713e-78
2.442712056028014000e+00 2.021771915112299031e-77 1.603077076337541314e-77 2.436568416579187689e-83 2.248085137564796421e-78
2.444419909954977488e+00 3.880728692121252452e-77 3.077135619931519320e-77 4.689092084618300660e-83 4.314889081523182907e-78
2.446127763881940975e+00 7.440266829910442211e-77 5.899741636164079496e-77 9.013492815662848739e-83 8.272191697547143165e-78
2.447835617808904463e+00 1.424812932580141701e-76 1.129830962421650893e-76 1.730579980621119593e-82 1.584038077739615924e-77
2.449543471735867950e+00 2.725343795464043842e-76 2.161165745553605163e-76 3.318825635800481350e-82 3.029735519242751612e-77
2.451251325662831437e+00 5.206895389986852981e-76 4.129113339408425617e-76 6.357280843472478509e-82 5.788124913807840347e-77
2.452959179589794925e+00 9.936433291785704975e-76 7.879881000554626161e-76 1.216333193432785512e-81 1.104498545247774863e-76
2.454667033516758412e+00 1.893983985937814487e-75 1.502023202853679074e-75 2.324491264255112184e-81 2.105166638070828640e-76
2.456374887443721899e+00 3.605920916413560496e-75 2.859747920697114438e-75 4.437082210803421031e-81 4.007761677169464474e-76
2.458082741370685387e+00 6.857253544490101877e-75 5.438423125748601473e-75 8.459822066697984692e-81 7.620989744840797533e-76
2.459790595297648874e+00 1.302501804053748175e-74 1.033028648982893118e-74 1.611087681636118129e-80 1.447487916997891269e-75
2.461498449224612362e+00 2.471158354699604536e-74 1.959953960936373109e-74 3.064582514108043481e-80 2.746076293402171454e-75
2.463206303151575405e+00 4.682922143413406902e-74 3.714270311982107605e-74 5.822609359931349365e-80 5.203605137552202212e-75
2.464914157078538892e+00 8.863952450787350079e-74 7.030646760529761837e-74 1.104989574886377735e-79 9.848954991599817278e-75
2.466622011005502380e+00 1.675837939756810582e-73 1.329263821929982088e-73 2.094560443711066219e-79 1.861958757054153816e-74
2.468329864932465867e+00 3.164686834839486157e-73 2.510274577615853163e-73 3.965717772394615887e-79 3.515960987191352368e-74
2.470037718859429354e+00 5.969302462539818797e-73 4.735059147857559860e-73 7.499717380616885443e-79 6.631505367655058108e-74
2.471745572786392842e+00 1.124632302025154658e-72 8.921209279398938501e-73 1.416648737048129451e-78 1.249321724368771102e-73
2.473453426713356329e+00 2.116370241950807161e-72 1.678866588678557436e-72 2.672844206467064443e-78 2.350880469800534928e-73
2.475161280640319816e+00 3.978019111378439908e-72 3.155751416795086111e-72 5.037085200407442352e-78 4.418561405524208321e-73
2.476869134567283304e+00 7.468548595115169824e-72 5.924934142595067954e-72 9.481545457943126307e-78 8.295170814137845614e-73
2.478576988494246791e+00 1.400553441708522157e-71 1.111113468402468616e-71 1.782678999856508267e-77 1.555477971127383198e-72
2.480284842421210278e+00 2.623356351130704075e-71 2.081265286174406874e-71 3.347814194900438586e-77 2.913375679531733287e-72
2.481992696348173766e+00 4.908050488980677490e-71 3.893952185900017768e-71 6.279769805918317118e-77 5.450335181619640727e-72
2.483700550275137253e+00 9.171806557618196203e-71 7.276925600178747918e-71 1.176576800820400309e-76 1.018460119957555828e-71
2.485408404202100741e+00 1.711965008618162389e-70 1.358311577219735898e-70 2.201866657532348665e-76 1.900898561512648811e-71
2.487116258129064228e+00 3.191751084640191476e-70 2.532474134913592672e-70 4.115815757955325820e-76 3.543789806252267438e-71
2.488824112056027715e+00 5.943705465127467994e-70 4.716119317776492592e-70 7.684489319745329202e-76 6.598892698638645388e-71
2.490531965982991203e+00 1.105553290693691065e-69 8.772405544048750355e-70 1.433072859482561033e-75 1.227349582407548671e-70
2.492239819909954690e+00 2.053980044511585762e-69 1.629846743202670900e-69 2.669412585902460582e-75 2.280129920108520038e-70
2.493947673836918177e+00 3.811596295386755959e-69 3.024607259732069778e-69 4.966578545412258630e-75 4.231019340781452471e-70
2.495655527763881665e+00 7.064992604378954447e-69 5.606416592551540580e-69 9.229816845010027789e-75 7.841958353714900340e-70
2.497363381690845152e+00 1.308008804017558329e-68 1.037996516064757375e-68 1.713259021317301809e-74 1.451771135978269708e-69
2.499071235617808640e+00 2.418821187308821611e-68 1.919555098103685603e-68 3.176487420446698461e-74 2.684515337688788629e-69
2.500779089544772127e+00 4.467772014336332295e-68 3.545679091197940875e-68 5.882547182999893476e-74 4.958242102996237517e-69
2.502486943471735614e+00 8.242754901382793643e-68 6.541727188777899265e-68 1.088122685317406580e-73 9.147105252526622756e-69
2.504194797398699102e+00 1.518965513376304687e-67 1.205534352852779119e-67 2.010409253951940924e-73 1.685519313757414761e-68
2.505902651325662589e+00 2.795873945370794465e-67 2.219018449002857738e-67 3.710096862195422817e-73 3.102257910956766689e-68
2.507610505252626076e+00 5.140216447780993302e-67 4.079776735986042169e-67 6.838804426103820580e-73 5.703168194107574119e-68
