39.0000 3.8550
58.0000 3.9095
59.0000 3.9171
62.0000 3.9187
31.0000 3.8166
59.0000 3.8695
59.0000 3.9058
61.0000 3.9131
14.0000 3.7068
14.0000 3.7038
14.0000 3.7039
29.0000 3.8048
13.0000 3.7018
13.0000 3.7011
13.0000 3.7041
13.0000 3.6984
13.0000 3.6971
13.0000 3.6964
12.0000 3.6924
12.0000 3.6904
19.0000 3.7469
19.0000 3.7467
19.0000 3.7455
53.0000 3.8827
53.0000 3.8801
22.0000 3.7509
22.0000 3.7538
31.0000 3.8021
48.0000 3.8557
21.0000 3.7375
49.0000 3.8569
62.0000 3.8910
50.0000 3.8556
50.0000 3.8523
49.0000 3.8436
51.0000 3.8429
62.0000 3.8699
56.0000 3.8431
46.0000 3.8018
61.0000 3.8412
58.0000 3.8221
65.0000 3.8320
68.0000 3.8283
68.0000 3.8198
68.0000 3.8091
72.0000 3.8091
74.0000 3.8060
74.0000 3.8021
75.0000 3.8048
75.0000 3.8081
74.0000 3.8059
74.0000 3.8114
86.0000 3.8425
86.0000 3.8491
86.0000 3.8615
61.0000 3.8209
59.0000 3.8259
59.0000 3.8346
59.0000 3.8427
52.0000 3.8324
55.0000 3.8498
51.0000 3.8450
49.0000 3.8476
59.0000 3.8783
44.0000 3.8419
44.0000 3.8411
44.0000 3.8401
40.0000 3.8336
49.0000 3.8662
50.0000 3.8680
34.0000 3.8238
34.0000 3.8255
32.0000 3.8239
32.0000 3.8271
25.0000 3.7976
25.0000 3.8042
25.0000 3.8098
17.0000 3.7600
41.0000 3.8824
41.0000 3.8847
41.0000 3.8897
41.0000 3.8933
21.0000 3.8042
42.0000 3.9003
42.0000 3.9030
42.0000 3.9065
43.0000 3.9108
43.0000 3.9148
23.0000 3.8339
23.0000 3.8406
14.0000 3.7932
14.0000 3.7971
14.0000 3.8003
24.0000 3.8679
23.0000 3.8745
24.0000 3.8816
28.0000 3.8941
29.0000 3.8988
29.0000 3.8985
29.0000 3.8976
31.0000 3.8992
33.0000 3.8991
33.0000 3.8929
33.0000 3.8846
33.0000 3.8750
50.0000 3.9165
50.0000 3.9053
39.0000 3.8670
42.0000 3.8671
44.0000 3.8685
45.0000 3.8685
47.0000 3.8674
50.0000 3.8668
60.0000 3.8836
60.0000 3.8820
62.0000 3.8851
63.0000 3.8826
65.0000 3.8794
63.0000 3.8728
66.0000 3.8716
66.0000 3.8648
65.0000 3.8561
71.0000 3.8688
71.0000 3.8605
79.0000 3.8744
79.0000 3.8678
76.0000 3.8592
75.0000 3.8525
74.0000 3.8468
74.0000 3.8452
64.0000 3.8267
54.0000 3.7954
55.0000 3.8020
55.0000 3.8098
60.0000 3.8351
61.0000 3.8443
69.0000 3.8668
67.0000 3.8758
49.0000 3.8430
67.0000 3.8947
67.0000 3.9004
69.0000 3.9122
71.0000 3.9180
59.0000 3.8935
19.0000 3.7405
51.0000 3.8795
59.0000 3.8940
57.0000 3.8894
59.0000 3.8924
58.0000 3.8896
55.0000 3.8843
50.0000 3.8733
49.0000 3.8684
49.0000 3.8702
61.0000 3.9128
57.0000 3.9073
55.0000 3.9060
55.0000 3.9029
54.0000 3.9045
22.0000 3.7833
41.0000 3.8775
44.0000 3.8835
44.0000 3.8847
46.0000 3.8839
47.0000 3.8810
56.0000 3.8985
60.0000 3.8983
62.0000 3.8975
56.0000 3.8732
57.0000 3.8660
74.0000 3.9003
74.0000 3.8978
50.0000 3.8260
52.0000 3.8266
76.0000 3.8854
57.0000 3.8304
77.0000 3.8859
62.0000 3.8363
63.0000 3.8380
77.0000 3.8852
75.0000 3.9090
75.0000 3.8800
74.0000 3.8760
57.0000 3.8254
95.0000 3.9141
93.0000 3.9100
97.0000 3.9118
83.0000 3.8898
71.0000 3.8624
67.0000 3.8486
65.0000 3.8370
73.0000 3.8569
76.0000 3.8648
52.0000 3.8051
72.0000 3.8608
71.0000 3.8667
62.0000 3.8405
63.0000 3.8462
76.0000 3.8931
64.0000 3.8601
63.0000 3.8461
63.0000 3.8775
63.0000 3.8868
55.0000 3.8770
59.0000 3.9025
54.0000 3.8989
17.0000 3.7553
23.0000 3.8018
23.0000 3.8104
23.0000 3.8190
30.0000 3.8633
32.0000 3.8827
31.0000 3.8844
28.0000 3.8778
9.0000 3.7415
36.0000 3.9163
10.0000 3.7515
10.0000 3.7550
10.0000 3.7567
41.0000 3.9161
37.0000 3.8955
9.0000 3.7225
17.0000 3.7757
11.0000 3.6917
21.0000 3.7712
21.0000 3.7604
68.0000 3.9121
26.0000 3.7684
65.0000 3.8808
61.0000 3.8558
60.0000 3.8466
59.0000 3.8381
59.0000 3.8338
59.0000 3.8314
42.0000 3.7721
61.0000 3.8386
61.0000 3.8431
43.0000 3.7900
39.0000 3.7949
53.0000 3.8449
35.0000 3.7888
44.0000 3.8365
