3.472582610368137751e-04 8.329359768066758895e-05 8.270203691156971341e-04 3.991191878862317718e-05 5.517662540691549043e-04 2.465025009246110416e-03 2.290640795133775526e-02 6.014227673983773767e-04 1.448912029135994827e-05 3.502706947235151850e-05 2.690228211639403939e-04 7.684819342873748112e-06 4.028903293904367063e-05 1.118196601035060980e-04 9.473889660096903882e-04 2.692929926287507980e-05 3.082388332163087385e-01 1.653990343251311723e-01 1.647522070459202237e-02 4.900244155326593382e-03 2.570327456986582111e-03 2.598904745922199413e-04 1.055556881343046316e-02 5.918981750563232468e-03 6.063983238453964260e-04 2.724396869918201472e-02 7.711275754760905758e-03 7.464440326601618284e-03 5.938302317571284711e-03 6.473048132283187872e-02 5.281309975474562934e-02 0.000000000000000000e+00 0.000000000000000000e+00
3.390740076171781282e-04 1.535136068480765696e-04 9.821174788749210700e-04 4.520933989441064518e-05 5.620929097823968096e-04 2.334990878407959981e-03 2.278301401786309716e-02 5.965960213740192182e-04 1.450103124465854185e-05 3.323673365192785596e-05 2.714708315599726829e-04 7.795543695342552776e-06 3.944976019446254253e-05 1.069187080562437181e-04 9.417279585238994173e-04 2.679106174238655487e-05 3.080723124086429676e-01 1.664239021621318204e-01 1.625359122999823006e-02 4.894104340667786331e-03 2.659927288667791358e-03 2.586125834117821787e-04 1.058295611295531971e-02 5.970410114360379453e-03 6.003832703816157660e-04 2.614826239938670971e-02 8.047934555415111116e-03 8.315589677049834566e-03 5.844501043775120891e-03 6.253998501107903285e-02 5.459585653448456588e-02 0.000000000000000000e+00 0.000000000000000000e+00
3.373503373052790183e-04 2.946962497936412282e-04 1.279080449913220542e-03 5.578768689351593638e-05 5.982586255076312092e-04 2.112563804782171054e-03 2.270359885030156025e-02 6.005026445069552290e-04 1.518370761045467740e-05 3.097164258269697148e-05 2.788944972196726784e-04 8.192482805610805735e-06 4.019857869717270504e-05 9.923704195300138788e-05 9.410514185840071228e-04 2.713668716689268207e-05 3.030767025633476219e-01 1.718872944899146882e-01 1.597669198803369078e-02 4.831528960357329983e-03 2.788105246827103818e-03 2.585206018542565752e-04 1.042389729868797507e-02 6.182489629446503814e-03 5.943200583256690170e-04 2.504857103695394549e-02 8.680236259008829169e-03 9.779683153551817915e-03 5.802786141695456465e-03 5.899478169068771150e-02 5.784458375155452498e-02 0.000000000000000000e+00 0.000000000000000000e+00
3.397836308185519312e-04 5.043053628288285363e-04 1.700253943844662677e-03 7.046366279363781003e-05 5.485303019091545586e-04 2.016856930371728040e-03 2.259228072807280274e-02 5.798887468508126140e-04 1.436930733230857297e-05 3.280537400442296709e-05 2.922918545406764717e-04 8.251324650115932915e-06 3.690562591446428767e-05 1.003773288974062086e-04 9.384218793208968503e-04 2.620698450500005843e-05 2.974405466498070694e-01 1.772359436241112696e-01 1.592051200638371078e-02 4.834910239053983629e-03 2.831318723267649967e-03 2.607984141027824658e-04 1.026996439394031908e-02 6.357721214145466322e-03 5.964558699967661103e-04 2.402513189918845105e-02 9.500121443541457295e-03 1.187180527315010760e-02 5.764799425222287207e-03 5.582093165561492765e-02 6.095533670243702407e-02 0.000000000000000000e+00 0.000000000000000000e+00
3.492874543802938531e-04 7.743601918695011688e-04 2.235439970941327861e-03 8.918806149061973907e-05 5.402970158718045429e-04 1.937046430890225187e-03 2.242594336423495843e-02 5.724342105081377512e-04 1.463802554919020263e-05 3.659819928780648311e-05 3.139296539290597826e-04 8.958554911941180341e-06 3.615133456105797528e-05 1.041645071206508252e-04 9.358833877751289399e-04 2.611746429451634080e-05 2.935337033289033282e-01 1.808202510236789351e-01 1.567680527019290476e-02 4.920506569849353307e-03 2.788086745085373123e-03 2.577036267805280553e-04 1.025205651334172921e-02 6.398662035426484068e-03 5.882230382939248031e-04 2.307661727015876407e-02 1.072168939648553837e-02 1.422166010357846927e-02 5.768337980271253176e-03 5.406864877165275252e-02 6.252023815306390064e-02 0.000000000000000000e+00 0.000000000000000000e+00
3.661383941770431755e-04 1.111830501091520340e-03 2.941794060462628140e-03 1.134220851000088668e-04 5.494397266241665256e-04 1.990809006611858698e-03 2.208779098175192926e-02 5.662588380619571100e-04 1.555634105073679677e-05 4.412663595195334741e-05 3.283467649793603239e-04 9.509921004113426772e-06 3.594118412904725535e-05 1.141437538754859710e-04 9.406664077362341487e-04 2.653289661430816530e-05 2.820491379289645217e-01 1.913209281157918218e-01 1.567007053945139103e-02 4.681343614077466964e-03 3.057968534712992952e-03 2.602116974520729217e-04 9.780993439939961176e-03 6.868920591704602563e-03 5.904613348475507527e-04 2.216835035698762335e-02 1.213868953081156249e-02 1.693154403823360354e-02 5.761557409312488900e-03 5.194209288964783677e-02 6.439308776688272562e-02 0.000000000000000000e+00 0.000000000000000000e+00
3.856782361568095239e-04 1.494038899252003423e-03 3.871559513665151758e-03 1.432629011296758547e-04 5.086528868261689859e-04 1.733571078999973170e-03 2.214828932100016551e-02 5.642028768410157873e-04 1.522051469013916829e-05 4.652919767478538231e-05 3.495954272708883914e-04 1.016666135301847241e-05 3.523489167302766594e-05 1.156958051529815006e-04 9.661879019272022733e-04 2.728553849642721186e-05 2.744890539185750322e-01 1.970109293282373830e-01 1.571318188943283262e-02 4.571210961272779288e-03 3.186805495984161313e-03 2.640229035684684604e-04 9.515047445658599001e-03 7.108018395087915310e-03 5.929662792561708144e-04 2.131562233799627615e-02 1.373594746545984437e-02 2.025842924361785646e-02 5.705885567683309165e-03 4.916969168286114411e-02 6.698885006802689224e-02 0.000000000000000000e+00 0.000000000000000000e+00
4.188431562712034034e-04 1.964663412090790050e-03 4.955097691433433399e-03 1.806191209576705559e-04 5.147334829176038748e-04 1.785020212148986322e-03 2.181949869667687558e-02 5.688350561134547685e-04 1.597006530674773266e-05 5.548686935198940743e-05 3.652661295075739314e-04 1.091398009596352828e-05 3.617113577216446983e-05 1.327296066913094097e-04 9.828349019831846781e-04 2.863053081977471394e-05 2.638143753724119245e-01 2.058310101354006716e-01 1.577633900122172445e-02 4.400472695343620247e-03 3.374671364014912057e-03 2.678655774090847900e-04 9.163617838225845275e-03 7.431617708588563430e-03 5.967609580030575241e-04 2.054973035772194451e-02 1.535145415329075384e-02 2.395802693405342521e-02 5.593701681335910836e-03 4.598485653884373803e-02 6.974048526562026673e-02 0.000000000000000000e+00 0.000000000000000000e+00
4.582487052970168288e-04 2.469148993852658593e-03 6.266799479805866893e-03 2.229780881648635174e-04 5.375284049636022644e-04 1.944917466219455620e-03 2.138068129493041897e-02 5.660619634295469427e-04 1.694083493186998357e-05 6.557829829408986957e-05 3.823289370874105738e-04 1.160469630859201567e-05 3.826824145329828702e-05 1.552613306207108928e-04 1.005258206883143188e-03 2.988343778569336952e-05 2.566794051536745447e-01 2.111167844551969930e-01 1.572052080801886187e-02 4.287041030078577765e-03 3.494304064959539644e-03 2.702809902221374894e-04 8.959565368609966399e-03 7.628157624213063176e-03 5.968532306621519758e-04 1.979017478887838341e-02 1.706165764729446546e-02 2.791489788793195467e-02 5.500124416958876612e-03 4.366969518794727723e-02 7.156849822067250233e-02 0.000000000000000000e+00 0.000000000000000000e+00
5.134690240658037249e-04 3.025367182786491398e-03 7.723237435991964737e-03 2.697956060324105355e-04 5.335102594967421888e-04 1.958430328109178435e-03 2.118365709029326749e-02 5.723935508395265864e-04 1.802816884495345130e-05 7.592507313738982352e-05 4.022456919491186307e-04 1.244603923135889680e-05 3.999672101961216720e-05 1.743160159753491523e-04 1.044871115545830016e-03 3.182787176941154726e-05 2.523339903172391874e-01 2.137018237589501657e-01 1.556532012344324228e-02 4.185020656361486228e-03 3.569541001090611836e-03 2.695871799725346567e-04 8.802949106499140253e-03 7.765568308347300421e-03 5.932629944576249710e-04 1.901957246827801901e-02 1.875471219850698146e-02 3.225346101488799078e-02 5.272349797853202735e-03 4.214008415173069871e-02 7.240357380653206221e-02 0.000000000000000000e+00 0.000000000000000000e+00
