4.331676692211024193e-03 8.775226077186969176e-04 3.435569713642687775e-03 8.565984877723498278e-04 1.078217135418481571e-03 4.715446083368942699e-03 1.040099860935949500e-02 9.781099839767301834e-04 1.075247916795513516e-04 1.041626578239889352e-04 2.522509268325390263e-04 3.396291956587483283e-05 3.726155994380266371e-04 4.100005303503344951e-04 1.052496538633727018e-03 1.370636405817960617e-04 2.503112616489643893e-01 1.067412533473410252e-01 3.474948684476209665e-02 5.609691349876140196e-03 2.447614294802105770e-03 7.979403679837279283e-04 1.807557100338425676e-02 7.776607916047513502e-03 2.539420599642089153e-03 7.133023705933735914e-02 1.472906601358380321e-02 2.066275120073787774e-02 1.764811178615964538e-02 4.702164913443364347e-02 3.922465462875585063e-02 0.000000000000000000e+00 0.000000000000000000e+00
4.044009070381379863e-03 8.959871584967020897e-04 3.771207005216499486e-03 8.546649058915549001e-04 1.108728040438847380e-03 4.348595562153717911e-03 1.051244004180332606e-02 9.518276456843728639e-04 1.010349438436693268e-04 9.669947262966862775e-05 2.599754954767968156e-04 3.324950600403282259e-05 3.547851154571735922e-04 3.797875202267109672e-04 1.067835506290911590e-03 1.338218530120012355e-04 2.461073816820948390e-01 1.114522040315739648e-01 3.434169397591679829e-02 5.668144172420595123e-03 2.514438782481654040e-03 7.956943019472317597e-04 1.775695762283324014e-02 8.136245482886966807e-03 2.520566274295076362e-03 7.019354021857955594e-02 1.539737808482481013e-02 2.168481679808407017e-02 1.790623830318848961e-02 4.589686814419209615e-02 3.978578059220917729e-02 0.000000000000000000e+00 0.000000000000000000e+00
3.794508709164181627e-03 1.008349096998680753e-03 4.220067426476159164e-03 8.731098297642336196e-04 1.072446721636173463e-03 4.088321669454577506e-03 1.071365782152035317e-02 9.341185095119165479e-04 9.422691719616850450e-05 9.337683029392887480e-05 2.723056584210095839e-04 3.320306207233296469e-05 3.352434703998436317e-04 3.649067328113128985e-04 1.104130625843261371e-03 1.329477229892189348e-04 2.391619381173130388e-01 1.182231404082182552e-01 3.447685458443828371e-02 5.702381098193157888e-03 2.637219680378246039e-03 8.085664321359785139e-04 1.725918217500650720e-02 8.633808724716030003e-03 2.539010478230499437e-03 6.883192361400584935e-02 1.646905681064333993e-02 2.330336983376074533e-02 1.786351218560669821e-02 4.370139235877765899e-02 4.131830708635215316e-02 0.000000000000000000e+00 0.000000000000000000e+00
3.612110051301511623e-03 1.224631181441923665e-03 4.745119591922332229e-03 9.137826904039390158e-04 1.058109535256682079e-03 3.967788812415519277e-03 1.084819040792543016e-02 9.411716769387632690e-04 8.931292068862261885e-05 9.487756666863250243e-05 2.848573999062463153e-04 3.417525867928501401e-05 3.223369693113367607e-04 3.696331080121338132e-04 1.145371760071672330e-03 1.359587172930664843e-04 2.318605977228964943e-01 1.246337114935297252e-01 3.502743115930199297e-02 5.642109830424612074e-03 2.775695675232882527e-03 8.242378636437049620e-04 1.673032559060536745e-02 9.150097402197762339e-03 2.578615974153626936e-03 6.744213153126374372e-02 1.789883016253659975e-02 2.524444805426682287e-02 1.779307066473740165e-02 4.162342872987370712e-02 4.268749795047532825e-02 0.000000000000000000e+00 0.000000000000000000e+00
3.503250714633763911e-03 1.457709678190061793e-03 5.437891488572554194e-03 9.701557298442716045e-04 1.070384726456348164e-03 3.484590696609359255e-03 1.140008243661499304e-02 9.526186203736046118e-04 8.652414276435025514e-05 9.324340991634246206e-05 3.037228582611031140e-04 3.546850983308007737e-05 3.162279467907148185e-04 3.498955161423784269e-04 1.231638304065370282e-03 1.412113483445825361e-04 2.217548094261142522e-01 1.338004357332627792e-01 3.508293953891354622e-02 5.413534117731947683e-03 2.999185842695255289e-03 8.276234011300473512e-04 1.585077670517012066e-02 9.928946574764334343e-03 2.571814956532476014e-03 6.607661582996354754e-02 1.933784133597944016e-02 2.770456351648449556e-02 1.754710629749794970e-02 3.975299997883584291e-02 4.436062147116250770e-02 0.000000000000000000e+00 0.000000000000000000e+00
3.459807008775209365e-03 1.997593945905258399e-03 6.047284041290149244e-03 1.045998057565274836e-03 1.064911822576675811e-03 3.556514971970058461e-03 1.148182124639171922e-02 9.626866812427949550e-04 8.401547112149301496e-05 1.012700083572446765e-04 3.020212652731345412e-04 3.619573284961449084e-05 3.155497373562750341e-04 3.913791304321700233e-04 1.290796688111042409e-03 1.486816732848011838e-04 2.154894799125164351e-01 1.384836539892982943e-01 3.550780482166121521e-02 5.181005662515298510e-03 3.112462427640648888e-03 8.276948068167410419e-04 1.561207978728990954e-02 1.011230295457695577e-02 2.631730514469187397e-03 6.442162845050436459e-02 2.074894022691409212e-02 3.053766894097866003e-02 1.712734883669871089e-02 3.836717434411696104e-02 4.595828602945085245e-02 0.000000000000000000e+00 0.000000000000000000e+00
3.456751170687658112e-03 2.918653713852189385e-03 6.472129130293623189e-03 1.127211564524210506e-03 1.054708593004464231e-03 3.599142753083146677e-03 1.161901960267716291e-02 9.807993895561940238e-04 8.403626952917974324e-05 1.191422518106630113e-04 3.160599732939413636e-04 3.835935620353481102e-05 3.160571212886250985e-04 4.647116084586279134e-04 1.325332218689235803e-03 1.564241399660052355e-04 2.135520390884170228e-01 1.390553060107495575e-01 3.559454986852510910e-02 5.086178885491876231e-03 3.110229846159458418e-03 8.269184368188482910e-04 1.540761823846164419e-02 1.009321246643564429e-02 2.630637757505504409e-03 6.281252118069369228e-02 2.193902370219360382e-02 3.369787242916735120e-02 1.669561130268872734e-02 3.682671537067983003e-02 4.802705852910598566e-02 0.000000000000000000e+00 0.000000000000000000e+00
3.431569210564230747e-03 3.630278476203235936e-03 7.385635648171376584e-03 1.227582666583417002e-03 1.022435726492391776e-03 3.732442777966987583e-03 1.174254738494395420e-02 9.922007719214941124e-04 8.402138159569047179e-05 1.357050654966948352e-04 3.405846499173126795e-04 4.084372021078235796e-05 3.134942560984844235e-04 5.271112971236484139e-04 1.418223450898383007e-03 1.657300102676284093e-04 2.123109008669784303e-01 1.391647593831647212e-01 3.479539883938151390e-02 4.967270467890604058e-03 3.086872761713529978e-03 7.983810763505013591e-04 1.523711032010513500e-02 1.011498553643146343e-02 2.566527325758347251e-03 6.116776223281050057e-02 2.334977084290530691e-02 3.708976988870704705e-02 1.616691588695198106e-02 3.474785175672851639e-02 5.087412496262365413e-02 0.000000000000000000e+00 0.000000000000000000e+00
3.474748455117919639e-03 4.198248038579130252e-03 8.637313112111369429e-03 1.338677354890098351e-03 1.012807973008090882e-03 3.872692753541031718e-03 1.184736630400051727e-02 1.001830091637792401e-03 8.596593344749895111e-05 1.510442362391135570e-04 3.724468901221269579e-04 4.374573220528545954e-05 3.180570046008408206e-04 5.798596437302898365e-04 1.547400418898028235e-03 1.765299076804369193e-04 2.121702615172199879e-01 1.374957987194352915e-01 3.412286587622231915e-02 4.872627965157920633e-03 3.048492633785176119e-03 7.733023132084721959e-04 1.522093323786661428e-02 9.967190504741053544e-03 2.513279682944036166e-03 5.942693029913584390e-02 2.508177046086688955e-02 4.068251088313282887e-02 1.572099130617626156e-02 3.315740659010649183e-02 5.338846935773491897e-02 0.000000000000000000e+00 0.000000000000000000e+00
3.598752739392448077e-03 5.160210616090643923e-03 9.755870544191476423e-03 1.473218107364192937e-03 1.024917946637225828e-03 3.985381223076908154e-03 1.198644574415750827e-02 1.011198815733728657e-03 9.013246200824325091e-05 1.726577373316244644e-04 4.031960227760631875e-04 4.723202428915517789e-05 3.308771559927190507e-04 6.713576060069168785e-04 1.661130339327120901e-03 1.893544814746511674e-04 2.055550563039341971e-01 1.415813526108670173e-01 3.371254975971248180e-02 4.641351440530211425e-03 3.082053796186757545e-03 7.478305578143437616e-04 1.470244441013940709e-02 1.028045941509042605e-02 2.480944539075516982e-03 5.778942044301877551e-02 2.680975471871754195e-02 4.446908908294171930e-02 1.531004912573508125e-02 3.183383343484468692e-02 5.573859891213044093e-02 0.000000000000000000e+00 0.000000000000000000e+00
